,2014/15,2015/16,2016/17,2017/18,Average
CRPS,,,,,
NLL,,,,,
MAE,0.9809665679931641,0.43900516629219055,0.9665062427520752,1.4232099056243896,0.9524219706654549
RMSE,1.3210930824279785,0.5404411554336548,1.2153329849243164,2.099680185317993,1.2941368520259857
SMAPE,24.02593534286708,13.021160605175249,24.918697827482877,28.86824516400899,22.70850973488355
Corr,,0.8881016159861007,,,0.8881016159861007
MB Log,,,,,
SDP,117.0,-20.0,164.0,154.0,103.75
