,2014/15,2015/16,2016/17,2017/18,Average
CRPS,0.4111905097961426,0.22045469284057617,0.2656742334365845,0.6783385276794434,0.39391449093818665
NLL,42.12163543701172,1.7410171031951904,11.788667678833008,30.561412811279297,21.553183257579803
MAE,0.46002811193466187,0.27976924180984497,0.3349665105342865,0.7539011240005493,0.45716624706983566
RMSE,0.873616635799408,0.39995458722114563,0.511946976184845,1.1816028356552124,0.7417802587151527
SMAPE,9.126485537176263,8.593717168589109,8.091556078767123,14.729819101830051,10.135394471590637
Corr,0.8983255119907403,0.867148935713859,0.9608272134939659,0.9214591355325324,0.9119401991827745
MB Log,-inf,0.6612792015075684,-inf,-inf,-inf
SDP,-21.0,-14.0,0.0,11.0,6.0
