,2014/15,2015/16,2016/17,2017/18,Average
CRPS,,,,,
NLL,,,,,
MAE,0.9810894131660461,0.5170786380767822,0.9661927819252014,1.0284970998764038,0.8732144832611084
RMSE,1.3209904432296753,0.5943285226821899,1.215564489364624,1.639482021331787,1.192591369152069
SMAPE,24.029394698469606,15.32152728304837,24.910403735017123,25.899315402932363,22.540160279866864
Corr,,0.820151370083959,,0.7146858226933654,0.7674185963886622
MB Log,,,,,
SDP,117.0,-17.0,164.0,4.0,67.0
